Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
mgaf14-moto-gold-air-filter-1453,MGAF14 - MOTO GOLD AIR FILTER (1453)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (154117): KTM85 SX 18-ON HUSQVARNA FE FC TC TE85-501 17-ON HUSQVARNA MC85 21-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF14,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF14.png?20230628103802,1,draft
mgaf15-moto-gold-air-filter-8203,MGAF15 - MOTO GOLD AIR FILTER (8203)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (156016): SHERCO 250 300 459 SE-R/SE 14-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF15,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF15.png?20230628104014,1,draft
mgaf16-moto-gold-air-filter-2457,MGAF16 - MOTO GOLD AIR FILTER (2457)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (153006): RM80 86-01 RM85 02-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF16,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF16.png?20230628104200,1,draft
mgaf17-moto-gold-air-filter-2482,MGAF17 - MOTO GOLD AIR FILTER (2482)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (153215): RM250 03-10 RMZ250 07-ON RMZ450 03-17",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF17,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF17.png?20230628104812,1,draft
mgaf18-moto-gold-air-filter-2486,MGAF18 - MOTO GOLD AIR FILTER (2486)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (153156): DRZ400 99-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF18,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF18.png?20230628104729,1,draft
mgaf19-moto-gold-air-filter-2497,MGAF19 - MOTO GOLD AIR FILTER (2497)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (153220): RMZ450 18-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF19,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF19.png?20230628105031,1,draft
mgaf2-moto-gold-air-filter-4003,MGAF2 - MOTO GOLD AIR FILTER (4003)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (150318): CRF50 04-ON XR50 00-03",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF2,0,shopify,0,deny,manual,13.1,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF2.png?20230628102556,1,draft
mgaf20-moto-gold-air-filter-6215,MGAF20 - MOTO GOLD AIR FILTER (6215)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152215): WR250F 03-14 WR450F 03-15",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF20,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF20.png?20230628103727,1,draft
mgaf21-moto-gold-air-filter-3222,MGAF21 - MOTO GOLD AIR FILTER (3222)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152012): YZ85 02-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF21,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF21.png?20230628103953,1,draft
mgaf23-moto-gold-air-filter-2226,MGAF23 - MOTO GOLD AIR FILTER (2226)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152382): TTR125 00-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF23,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF23.png?20230628104310,1,draft
mgaf24-moto-gold-air-filter-6238,MGAF24 - MOTO GOLD AIR FILTER (6238)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152218): WR250R 15-19 WR450F 16-18 YZ250F 14-18 YZ450F 14-17",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF24,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF24.png?20230628102618,1,draft
mgaf26-moto-gold-air-filter-6240,MGAF26 - MOTO GOLD AIR FILTER (6240)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152385): TTR110 08-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF26,0,shopify,0,deny,manual,13.1,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF26.png?20230628103808,1,draft
mgaf27-moto-gold-air-filter-6242,MGAF27 - MOTO GOLD AIR FILTER (6242)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152221):",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF27,0,shopify,0,deny,manual,27.95,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF27.png?20230628105257,1,draft
mgaf28-moto-gold-air-filter-6247,MGAF28 - MOTO GOLD AIR FILTER (6247)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152020): YZ65 18-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF28,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF28.png?20230628105212,1,draft
mgaf29-moto-gold-air-filter-2289,MGAF29 - MOTO GOLD AIR FILTER (2289)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (152384): WR250R 10-18",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF29,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF29.png?20230628105002,1,draft
mgaf4-moto-gold-air-filter-4123,MGAF4 - MOTO GOLD AIR FILTER (4123)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (150211): CRF150 07-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF4,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF4.png?20230628102606,1,draft
mgaf5-moto-gold-air-filter-4135,MGAF5 - MOTO GOLD AIR FILTER (4135)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (150224): CRF250R 18-21 CRF450 17-20",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF5,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF5.png?20230628104258,1,draft
mgaf6-moto-gold-air-filter-4136,MGAF6 - MOTO GOLD AIR FILTER (4136)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (150230): CRF250R 22 CRF450R 21-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF6,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF6.png?20230628103959,1,draft
mgaf7-moto-gold-air-filter-4137,MGAF7 - MOTO GOLD AIR FILTER (4137)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (150010): CRF125 14-On",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF7,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF7.png?20230628102608,1,draft
mgaf8-moto-gold-air-filter-3509,MGAF8 - MOTO GOLD AIR FILTER (3509)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (151121): KX250F 17-20 KX450F 16-18",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF8,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF8.png?20230628104433,1,draft
mgaf9-moto-gold-air-filter-3516,MGAF9 - MOTO GOLD AIR FILTER (3516)*,"Description MCS High Flow Dual Layer Air Filters are crafted from top-tier polyurethane foam, ensuring premium quality. These filters deliver an optimal balance of maximum air flow and exceptional filtration efficiency. Featuring 12mm foam seals for perfect cages sealing. Precision-cut for an impeccable fit, MCS air filters exemplify exacting craftsmanship. Fitment (151124): KX250F 21-ON KX450F 19-ON",MCS,,Filter,"MCS, Filter",FALSE,Title,Default Title,MGAF9,0,shopify,0,deny,manual,32.9,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGAF9.png?20230628105123,1,draft
mgbc-moto-gold-brake-cleaner-20-litre,MGBC - MOTO GOLD BRAKE CLEANER 20 LITRE*,Description MOTO GOLD BRAKE CLEANER 20 LITRE,MCS,,Brake Consumable,"MCS, Brake Consumable, Brake, Cleaner",FALSE,Title,Default Title,MGBC,0,shopify,0,deny,manual,165,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGBC.png?20230628103922,1,draft
mgcb-citrus-boost-degreaser-20-litre,MGCB - CITRUS BOOST DEGREASER 20 LITRE*,Description,MCS,,Motorcycle Part,"MCS, Motorcycle Part",FALSE,Title,Default Title,MGCB,0,shopify,0,deny,manual,123.65,,TRUE,TRUE,https://www.mcsonline.com.au/assets/full/MGCB.png?20240820152924,1,draft
